序号,项目名称,项目全名,项目链接,仓库描述,主页网址,项目语言,星标数,Fork数,Watch数,Open_Issues,默认分支,创建时间,更新时间,推送时间,仓库大小_KB,是否为Fork,是否私有,Topics,License,Owner,Owner类型
653,qdstudy,ABC1319/qdstudy,https://github.com/ABC1319/qdstudy,星域导航 - 我们的 Slogan 是 连接世界，探索无限 ，目标很明确，希望给大家一款简洁、美观、实用的浏览器起始页。,https://qdstudy.github.io/,,0,0,0,0,main,2026-04-18T14:14:35Z,2026-04-18T14:14:35Z,2025-11-16T14:12:58Z,894,True,False,,,ABC1319,User
654,nav3,ABC1319/nav3,https://github.com/ABC1319/nav3,这是一个轻量、优雅且功能强大的纯前端个人导航/起始页。它使用基础的 HTML、CSS 和 Vanilla JavaScript 构建，无需复杂的构建工具或后端服务。,https://nav-nine-opal.vercel.app,,0,0,0,0,main,2026-04-18T14:04:15Z,2026-04-18T14:04:15Z,2026-01-21T12:27:32Z,896,True,False,,MIT,ABC1319,User
655,Qing_Start,ABC1319/Qing_Start,https://github.com/ABC1319/Qing_Start,一款设计优雅、简单的现代化浏览器起始页,https://qing90bing.github.io/Qing_Start/,,0,0,0,0,main,2026-04-18T13:22:24Z,2026-04-18T13:22:24Z,2025-09-05T04:19:15Z,93,True,False,,MIT,ABC1319,User
656,Janky-Nav,ABC1319/Janky-Nav,https://github.com/ABC1319/Janky-Nav,一个基于 React + Firebase 的极简个人导航页 (Personal Navigation)。支持自定义书签、分类管理，适合作为浏览器起始页 (Startpage)。,https://janky-nav.vercel.app,JavaScript,0,0,0,0,main,2026-04-18T08:56:59Z,2026-04-18T10:23:27Z,2026-04-18T10:23:24Z,55,True,False,,,ABC1319,User
657,mo,ABC1319/mo,https://github.com/ABC1319/mo,默、个人起始页。由默开发，简洁、美观、可自定义搜索引擎、可自定义壁纸、可收藏各种网站链接的浏览器起始页。,https://mo-wheat.vercel.app,,0,0,0,0,main,2026-04-18T08:57:18Z,2026-04-18T08:57:46Z,2024-11-15T03:00:57Z,16845,True,False,,,ABC1319,User
658,Snavigation0,ABC1319/Snavigation0,https://github.com/ABC1319/Snavigation0,简介起始页,https://snavigation-bay.vercel.app,,0,0,0,0,main,2026-04-18T08:51:42Z,2026-04-18T08:51:43Z,2025-07-14T06:39:06Z,7294,True,False,,MIT,ABC1319,User
659,Flowmark,ABC1319/Flowmark,https://github.com/ABC1319/Flowmark,简洁高效的浏览器起始页 newtab 新标签页,https://Flowmark.vercel.de5.net,,0,0,0,0,main,2026-04-18T08:50:45Z,2026-04-18T08:51:20Z,2026-01-20T15:44:53Z,12434,True,False,,,ABC1319,User
660,pure-start,ABC1319/pure-start,https://github.com/ABC1319/pure-start,一个现代化，美观简洁高效的浏览器起始页，使用 Next.js 构建,https://pure-start.vercel.de5.net,,0,0,0,0,main,2026-04-18T08:42:59Z,2026-04-18T08:50:10Z,2025-03-06T13:51:52Z,409,True,False,,MIT,ABC1319,User
661,LightSP,ABC1319/LightSP,https://github.com/ABC1319/LightSP,一个纯净的浏览器起始页。,,,0,0,0,0,main,2026-04-18T08:34:39Z,2026-04-18T08:34:39Z,2025-12-15T02:14:27Z,65094,True,False,,MIT,ABC1319,User
662,kano-start-there,ABC1319/kano-start-there,https://github.com/ABC1319/kano-start-there,一个简约+轻量化的起始页,https://start.kano.run/,,0,0,0,0,main,2026-04-18T08:32:52Z,2026-04-18T08:32:52Z,2024-11-28T01:27:47Z,67653,True,False,,MIT,ABC1319,User
663,search-start-page,ABC1319/search-start-page,https://github.com/ABC1319/search-start-page,🔍  一个简单的搜索起始页,https://search.suemor.com,,0,0,0,0,master,2026-04-18T08:27:00Z,2026-04-18T08:27:00Z,2022-06-04T12:40:34Z,9138,True,False,,,ABC1319,User
664,arleybookmarks,ABC1319/arleybookmarks,https://github.com/ABC1319/arleybookmarks,Webstack网址导航 美化版,https://arleybookmarks.vercel.de5.net/,,0,0,0,0,source,2026-04-18T07:10:14Z,2026-04-18T07:16:38Z,2026-04-06T02:59:07Z,1596,True,False,,,ABC1319,User
665,arley.cn,ABC1319/arley.cn,https://github.com/ABC1319/arley.cn,全视频背景网址导航引导页,https://arleycn.github.io/arley.cn/,,0,0,0,0,master,2026-04-18T07:15:42Z,2026-04-18T07:15:42Z,2022-12-06T08:30:37Z,246,True,False,,,ABC1319,User
666,arleyhomepage,ABC1319/arleyhomepage,https://github.com/ABC1319/arleyhomepage,简约个人主页、引导页,https://arley.cn/,,0,0,0,0,master,2026-04-18T07:14:49Z,2026-04-18T07:14:49Z,2024-09-01T15:27:29Z,225,True,False,,,ABC1319,User
667,morigo-guide-web,ABC1319/morigo-guide-web,https://github.com/ABC1319/morigo-guide-web,一个极简风格的导航站，基于vue3+vite,https://go.morijiu.cn,,0,0,0,0,main,2026-04-18T06:46:09Z,2026-04-18T06:46:09Z,2026-03-02T06:36:35Z,33,True,False,,MIT,ABC1319,User
668,IPTV0,ABC1319/IPTV0,https://github.com/ABC1319/IPTV0,一个免费、轻量、全自动化的直播源、台标 Logo 与 EPG 电子节目指南网络采集同步工具。自动拉取并整合互联网公开资源，格式化输出，适配 IPTV、电视盒子、手机直播 APP 等主流使用场景。（自动采集、测速、无广告）,,Python,0,0,0,0,main,2026-04-17T12:58:13Z,2026-04-17T13:05:49Z,2026-04-17T13:05:36Z,677070,True,False,,MIT,ABC1319,User
669,live0,ABC1319/live0,https://github.com/ABC1319/live0,TVBox/IPTV live source,https://iuaihub.github.io,,0,0,0,0,main,2026-04-17T12:46:17Z,2026-04-17T12:46:17Z,2026-04-17T03:52:32Z,32197,True,False,,,ABC1319,User
670,onenav6,ABC1319/onenav6,https://github.com/ABC1319/onenav6,onenav导航源码一为主题wordpress主题源码手机平板自适应,https://zibovip.top/3321.html,,0,0,0,0,main,2026-04-17T07:23:17Z,2026-04-17T07:23:17Z,2025-02-24T14:56:27Z,195,True,False,,,ABC1319,User
671,WebRPA,ABC1319/WebRPA,https://github.com/ABC1319/WebRPA,一款功能强大的自动化工具，通过拖拽模块的方式快速构建自动化工作流，无需编写任何代码即可实现网页数据采集、表单填写、自动化测试等任务。  ⬇️⬇️ WebRPA技术交流群 ⬇️⬇️,https://qm.qq.com/q/gPLP62XomA,,0,0,0,0,main,2026-04-17T05:29:14Z,2026-04-17T05:29:15Z,2026-03-01T09:08:32Z,59217,True,False,,NOASSERTION,ABC1319,User
672,gemini-watermark-remover,ABC1319/gemini-watermark-remover,https://github.com/ABC1319/gemini-watermark-remover,"A high-performance, 100% client-side tool for removing Gemini AI watermarks. Built with pure JavaScript, it leverages a mathematically precise Reverse Alpha Blending algorithm rather than unpredictable AI inpainting. / 基于 Javascript 的纯浏览器端 Gemini AI 图像无损去水印工具，使用数学精确的反向 Alpha 混合算法",https://pilio.ai/gemini-watermark-remover,,0,0,0,0,main,2026-04-17T05:25:47Z,2026-04-17T05:25:47Z,2026-04-16T16:26:54Z,79353,True,False,,MIT,ABC1319,User
673,ebook-treasure-chest,ABC1319/ebook-treasure-chest,https://github.com/ABC1319/ebook-treasure-chest,欢迎来到电子书下载宝库，一个汇聚了各类电子书下载链接的地方。无论你是喜欢阅读经典文学、经管励志、终身学习、职场创业、技术手册还是其他类型的书籍，这里都能满足你的需求。 该库涵盖了帆书app(原樊登读书)、微信读书、京东读书、喜马拉雅等读书app的大部分电子书。,,,0,0,0,0,main,2026-04-17T05:19:04Z,2026-04-17T05:19:04Z,2026-01-13T00:59:23Z,7256,True,False,,,ABC1319,User
674,cf-nav,ABC1319/cf-nav,https://github.com/ABC1319/cf-nav,卡片式风格导航,https://cf-nav2.djcf.workers.dev/,,0,0,0,0,main,2026-04-15T04:47:54Z,2026-04-15T04:47:54Z,2026-01-11T07:05:33Z,863,True,False,,,ABC1319,User
675,AI-Station,ABC1319/AI-Station,https://github.com/ABC1319/AI-Station,ai导航站,,,0,0,0,0,main,2026-04-14T14:51:33Z,2026-04-14T14:51:34Z,2026-04-07T00:42:16Z,51044,True,False,,,ABC1319,User
676,navs-page,ABC1319/navs-page,https://github.com/ABC1319/navs-page,书签导航,,,0,0,0,0,main,2026-04-14T14:50:54Z,2026-04-14T14:50:55Z,2026-03-22T09:06:31Z,118,True,False,,,ABC1319,User
677,NavPage,ABC1319/NavPage,https://github.com/ABC1319/NavPage,编程导航,https://nav-page-black.vercel.app,,0,0,0,0,master,2026-04-14T14:50:34Z,2026-04-14T14:50:34Z,2026-03-25T07:02:32Z,2381,True,False,,Apache-2.0,ABC1319,User
678,Fishball-Navigation,ABC1319/Fishball-Navigation,https://github.com/ABC1319/Fishball-Navigation,鱼丸导航,https://zlflying.github.io/Fishball-Navigation/,,0,0,0,0,main,2026-04-14T14:45:01Z,2026-04-14T14:45:01Z,2025-09-24T08:16:20Z,4749,True,False,,,ABC1319,User
679,nav18,ABC1319/nav18,https://github.com/ABC1319/nav18,nav导航,,,0,0,0,0,main,2026-04-14T14:34:49Z,2026-04-14T14:34:49Z,2025-12-24T09:43:24Z,1248,True,False,,GPL-3.0,ABC1319,User
680,zhaifu_Web,ABC1319/zhaifu_Web,https://github.com/ABC1319/zhaifu_Web,导航页,https://zhaifu-web.vercel.app,,0,0,0,0,main,2026-04-14T14:16:34Z,2026-04-14T14:16:34Z,2025-11-22T05:11:36Z,73,True,False,,,ABC1319,User
681,Search-Next,ABC1319/Search-Next,https://github.com/ABC1319/Search-Next,pc部署不了，一个简单的浏览器主页 / 新标签页，由React编写，支持本地账户切换，多引擎搜索，网址导航，更多功能正在开发,https://search_next.virs.xyz/,,0,0,0,0,2x,2026-04-14T10:01:25Z,2026-04-14T13:35:09Z,2026-02-24T03:06:01Z,3084,True,False,,,ABC1319,User
682,chatgpt-nav,ABC1319/chatgpt-nav,https://github.com/ABC1319/chatgpt-nav,AI 聊天绘图在线工具网址导航,https://lzw.me/x/chatgpt-sites/,TypeScript,0,0,0,0,main,2026-04-14T09:45:13Z,2026-04-14T09:47:32Z,2026-04-14T09:47:28Z,14604,True,False,,MIT,ABC1319,User
683,abyss,ABC1319/abyss,https://github.com/ABC1319/abyss,abyss网站导航,https://abyss.diudiuu.com/,,0,0,0,0,main,2026-04-14T09:25:50Z,2026-04-14T09:25:50Z,2024-06-24T03:00:39Z,2659,False,False,,MIT,ABC1319,User
684,Nav7,ABC1319/Nav7,https://github.com/ABC1319/Nav7,自制导航,https://abc1319.github.io/Nav7/,,0,0,0,0,master,2026-04-14T09:14:02Z,2026-04-14T09:22:33Z,2022-12-09T13:02:34Z,12382,True,False,,,ABC1319,User
685,SiteNav0,ABC1319/SiteNav0,https://github.com/ABC1319/SiteNav0,一个基于 Vue3 + Element Plus 的静态响应式网址导航 | 人人都可以拥有属于自己的导航网站 | A static responsive websites navigator powered by Vue3 + Element Plus | Everybody could own his website navigator,https://nav.moses.day,,0,0,0,0,main,2026-04-14T09:00:27Z,2026-04-14T09:00:27Z,2025-03-26T15:37:51Z,7134,True,False,,MIT,ABC1319,User
686,gwt805.github.io,ABC1319/gwt805.github.io,https://github.com/ABC1319/gwt805.github.io,个人主页,https://abc1319.github.io/gwt805.github.io/,Vue,0,0,0,0,main,2026-04-14T04:54:38Z,2026-04-14T08:50:02Z,2026-04-14T08:49:58Z,11543,True,False,,,ABC1319,User
687,websites,ABC1319/websites,https://github.com/ABC1319/websites,导航网,https://abc1319.github.io/websites/,Vue,0,0,0,0,main,2026-04-14T08:08:08Z,2026-04-14T08:21:07Z,2026-04-14T08:21:04Z,4150,True,False,,,ABC1319,User
688,BeansNav,ABC1319/BeansNav,https://github.com/ABC1319/BeansNav,简洁浏览器起始导航页,https://home.tactfulbean.top,,0,0,0,0,master,2026-04-14T04:56:24Z,2026-04-14T04:56:24Z,2026-03-25T01:55:19Z,328,True,False,,,ABC1319,User
689,gengyun-nav,ABC1319/gengyun-nav,https://github.com/ABC1319/gengyun-nav,耕云导航收集国内外办公工具网站、素材资源网站、UI设计资源网站等,http://nav.untview.top/,,0,0,0,0,master,2026-04-14T03:50:42Z,2026-04-14T03:50:42Z,2024-01-13T10:11:00Z,1974,True,False,,Apache-2.0,ABC1319,User
690,perfectSitemap,ABC1319/perfectSitemap,https://github.com/ABC1319/perfectSitemap,🌈 优美导航网站：手风琴导航风格、包含常用网址、在线娱乐、在线考证、效率工具、冷门网站等常见网站，做你最好的网站收藏夹,https://tinygeeker.github.io/projects/perfectSitemap/?from=github,,0,0,0,0,main,2026-04-14T03:50:03Z,2026-04-14T03:50:03Z,2026-01-10T05:06:10Z,1223,True,False,,MIT,ABC1319,User
691,navc,ABC1319/navc,https://github.com/ABC1319/navc,一个简洁美观的个人导航网站，支持分类管理和自定义收藏夹,https://nav.meilingluo.cn,,0,0,0,0,main,2026-04-14T03:30:24Z,2026-04-14T03:30:24Z,2025-07-24T07:23:42Z,347,True,False,,MIT,ABC1319,User
692,Treasure-Navigation,ABC1319/Treasure-Navigation,https://github.com/ABC1319/Treasure-Navigation,漂亮美观的导航页面，点击链接线上体验，持续更新功能中。支持主页网页搜索，也可以当作书签管理工具。用vue3实现好看的寻宝导航,https://abc1319.github.io/Treasure-Navigation/,,0,0,0,0,main,2025-10-01T05:05:13Z,2026-04-14T03:05:03Z,2025-02-20T14:15:28Z,27333,True,False,,,ABC1319,User
693,website-nav,ABC1319/website-nav,https://github.com/ABC1319/website-nav,:rocket: 实用网址导航，随时随地查阅,https://nav.xuer.tech,,0,0,0,0,main,2026-04-14T02:56:48Z,2026-04-14T02:56:48Z,2026-04-08T19:48:02Z,4264,True,False,,,ABC1319,User
694,navb,ABC1319/navb,https://github.com/ABC1319/navb,程序员导航站,https://hello.alluniverse.vip,,0,0,0,0,master,2026-04-14T02:53:11Z,2026-04-14T02:53:11Z,2025-01-02T09:01:02Z,1572,True,False,,,ABC1319,User
695,nava,ABC1319/nava,https://github.com/ABC1319/nava,Navigation Page 是基于 Vue3 构造的简单导航页,https://log-z.github.io/nav,,0,0,0,0,master,2026-04-14T02:36:48Z,2026-04-14T02:36:49Z,2026-04-12T10:29:06Z,12526,True,False,,MIT,ABC1319,User
696,mao_nav,ABC1319/mao_nav,https://github.com/ABC1319/mao_nav,极简导航站,https://nav.maodeyu.fun,,0,0,0,0,master,2026-04-14T02:31:57Z,2026-04-14T02:31:57Z,2026-03-27T08:48:55Z,644,True,False,,MIT,ABC1319,User
697,music-1,ABC1319/music-1,https://github.com/ABC1319/music-1,音乐网站,https://abc1319.github.io/music-1/,,0,0,0,0,main,2026-04-13T06:42:16Z,2026-04-13T06:45:04Z,2026-04-06T13:21:25Z,83,True,False,,,ABC1319,User
698,x6,ABC1319/x6,https://github.com/ABC1319/x6,,https://abc1319.github.io/x6/,,0,0,0,0,main,2026-04-13T06:43:39Z,2026-04-13T06:44:01Z,2026-04-06T01:41:02Z,220,True,False,,,ABC1319,User
699,bjq,ABC1319/bjq,https://github.com/ABC1319/bjq,,https://zxsla.github.io/bjq/,,0,0,0,0,main,2026-04-13T06:40:08Z,2026-04-13T06:40:08Z,2026-04-07T13:50:41Z,1378,True,False,,,ABC1319,User
700,dx,ABC1319/dx,https://github.com/ABC1319/dx,,https://abc1319.github.io/dx/,,0,0,0,0,main,2026-04-13T06:15:35Z,2026-04-13T06:16:03Z,2026-04-02T14:08:07Z,83,False,False,,,ABC1319,User
701,jierry-al.github.io,ABC1319/jierry-al.github.io,https://github.com/ABC1319/jierry-al.github.io,个人导航,https://abc1319.github.io/jierry-al.github.io/,,0,1,0,2,main,2026-03-31T00:59:40Z,2026-04-13T05:55:40Z,2026-03-31T00:19:39Z,40,False,False,,,ABC1319,User
702,stymei0,ABC1319/stymei0,https://github.com/ABC1319/stymei0,【永久免费】小火箭共享账号，shadowrocket共享账号，小火箭共享id，shadowrocket共享id，苹果小火箭下载，ios小火箭下载,https://abc1319.github.io/stymei0/,HTML,0,0,0,0,stymei,2026-04-13T04:12:15Z,2026-04-13T04:31:17Z,2026-04-13T04:23:47Z,219,True,False,,,ABC1319,User
703,music-dist,ABC1319/music-dist,https://github.com/ABC1319/music-dist,裤佬音乐网，纯前端打造，内置秋秋音乐svip爬虫接口，接入了跨域代理解决报错的问题，最高支持无损音质,https://Jsnzkpg.github.io/music,HTML,0,5,0,0,Jsnzkpg,2026-04-09T06:03:58Z,2026-04-13T04:07:41Z,2026-04-13T04:07:34Z,15,False,False,,,ABC1319,User
704,TelegramProxy,ABC1319/TelegramProxy,https://github.com/ABC1319/TelegramProxy,裤佬免费Telegram代理，纯前端制作，甄选网络上公开且优质的免费Telegram代理，进行一个组装，还特意加了tg的唤醒前缀头，一键点击自动跳转到tg进行连接,https://abc1319.github.io/TelegramProxy,HTML,0,0,0,0,Jsnzkpg,2026-04-09T06:36:02Z,2026-04-13T03:59:16Z,2026-04-13T03:59:12Z,13,True,False,,,ABC1319,User
705,pyapk,ABC1319/pyapk,https://github.com/ABC1319/pyapk,https://stymei.cc.cd，裤佬节点订阅转换，无与伦比的UI界面，最智能化的转换逻辑，高度自由化的diy属性，可自定义后端地址，可自定义分流配置，完美同步最新节点协议的匹配，支持：Vless + Hy2 + TUIC + AnyTLS,https://abc1319.github.io/pyapk/,HTML,0,0,0,0,Jsnzkpg,2026-04-09T06:53:07Z,2026-04-13T03:51:44Z,2026-04-13T03:51:40Z,21,True,False,,,ABC1319,User
706,Feishu_API_Navs,ABC1319/Feishu_API_Navs,https://github.com/ABC1319/Feishu_API_Navs,基于飞书多维表格的导航网站，使用 Next.js 构建。通过飞书多维表格管理导航链接，自动同步到网站显示。,https://feishu-api-navs.vercel.app,,0,0,0,0,main,2026-04-12T02:15:41Z,2026-04-12T02:15:41Z,2025-03-05T08:52:32Z,80,True,False,,MIT,ABC1319,User
707,cloudflare-DNS,ABC1319/cloudflare-DNS,https://github.com/ABC1319/cloudflare-DNS,基于cloudflareAPI开发的DNS域名分发系统,https://dns.6qu.cc,,1,0,1,0,main,2026-04-10T13:05:58Z,2026-04-11T01:59:45Z,2026-03-14T12:06:30Z,61784,True,False,,,ABC1319,User
708,pyapk-1,ABC1319/pyapk-1,https://github.com/ABC1319/pyapk-1,,,,0,0,0,0,main,2026-04-09T08:23:05Z,2026-04-09T08:23:05Z,2026-04-01T03:23:01Z,1651,False,False,,,ABC1319,User
709,pyapk0,ABC1319/pyapk0,https://github.com/ABC1319/pyapk0,聚合版github代理加速，内置海量站点自由选择，纯前端生成，全网最优雅好看的ui界面,https://pyapk.github.io,,0,0,0,0,pyapk,2026-04-09T08:16:31Z,2026-04-09T08:16:31Z,2026-03-23T08:20:37Z,54,False,False,,,ABC1319,User
710,z-librarymic,ABC1319/z-librarymic,https://github.com/ABC1319/z-librarymic,zlib,https://z-librarymic.vercel.app,,0,0,0,0,main,2026-04-07T12:41:04Z,2026-04-07T12:45:11Z,2025-01-26T14:54:01Z,358,True,False,,,ABC1319,User
711,z-libraryopp,ABC1319/z-libraryopp,https://github.com/ABC1319/z-libraryopp,Z-library，官方Z-lib镜像网址及入口(2026/6/7),https://z-libraryopp.github.io/,,0,0,0,0,main,2026-04-07T12:31:07Z,2026-04-07T12:31:07Z,2025-12-21T08:36:44Z,116,True,False,,,ABC1319,User
712,z-libraryimb,ABC1319/z-libraryimb,https://github.com/ABC1319/z-libraryimb,z-libraryimb,https://abc1319.github.io/z-libraryimb/,,0,0,0,0,main,2026-04-07T11:48:29Z,2026-04-07T11:50:58Z,2025-01-26T08:44:17Z,421,True,False,,,ABC1319,User
713,sky,ABC1319/sky,https://github.com/ABC1319/sky,导航，托管cf,https://sky-p56.pages.dev/,JavaScript,0,0,0,0,main,2026-04-06T05:28:35Z,2026-04-06T05:40:49Z,2026-04-06T05:40:45Z,25,False,False,,,ABC1319,User
714,bookmark,ABC1319/bookmark,https://github.com/ABC1319/bookmark,一个开源云书签应用，适配pc，手机。可全文检索查找书签。（一般）,https://bm.fleyx.com,,0,0,0,0,master,2024-02-28T11:02:18Z,2026-04-05T01:21:10Z,2024-02-21T19:34:51Z,7458,True,False,,MIT,ABC1319,User
715,ModernNav,ABC1319/ModernNav,https://github.com/ABC1319/ModernNav,ModernNav 是一个现代、极简的卡片式导航仪表盘，采用毛玻璃设计风格。它旨在成为一个美观、可高度自定义的浏览器起始页或书签管理器。,https://nav.cyo.gv.uy/,,0,0,0,0,main,2026-04-04T03:35:45Z,2026-04-04T03:35:45Z,2026-04-03T13:17:42Z,457,True,False,,,ABC1319,User
716,lh-nav,ABC1319/lh-nav,https://github.com/ABC1319/lh-nav,Vue3 导航网站,,,0,0,0,0,main,2026-04-04T03:27:38Z,2026-04-04T03:27:38Z,2025-12-11T09:44:07Z,631,True,False,,MIT,ABC1319,User
717,zero-nav,ABC1319/zero-nav,https://github.com/ABC1319/zero-nav, 一个简洁可配置的静态网址导航页面，帮助展示你的收藏网址。打包后为无依赖单文件，方便各种环境部署。,https://hahabye.github.io/zero-nav/,,0,0,0,0,main,2026-04-04T03:16:53Z,2026-04-04T03:16:53Z,2025-05-01T10:31:30Z,179,True,False,,GPL-3.0,ABC1319,User
718,EasyNav,ABC1319/EasyNav,https://github.com/ABC1319/EasyNav,简单导航，最简单的导航系统，五分钟上线一个导航网站,,,0,0,0,0,main,2026-04-04T03:14:45Z,2026-04-04T03:14:45Z,2024-08-25T10:38:01Z,796,True,False,,,ABC1319,User
719,navo,ABC1319/navo,https://github.com/ABC1319/navo,极简导航 一个由个人开发的导航网站,https://nav.zzzmh.cn,,0,0,0,0,master,2026-04-04T03:12:16Z,2026-04-04T03:12:16Z,2024-05-17T07:41:11Z,5306,True,False,,Apache-2.0,ABC1319,User
720,NavWebSite,ABC1319/NavWebSite,https://github.com/ABC1319/NavWebSite,一个简单的导航网站，使用 Json 做数据源。,,,0,0,0,0,master,2026-04-04T03:11:01Z,2026-04-04T03:11:01Z,2023-02-06T10:42:26Z,497,True,False,,,ABC1319,User
721,cloudflare-worker-dh,ABC1319/cloudflare-worker-dh,https://github.com/ABC1319/cloudflare-worker-dh,搭建在CF上的导航页，无需服务器,,,0,0,0,0,main,2026-04-04T03:06:28Z,2026-04-04T03:06:28Z,2024-07-13T11:16:24Z,528,True,False,,,ABC1319,User
722,Cloudflare-navsite,ABC1319/Cloudflare-navsite,https://github.com/ABC1319/Cloudflare-navsite,一个基于cloudflare worker，cloudflare· kv搭建的导航站。,,,0,0,0,0,main,2026-04-04T03:03:17Z,2026-04-04T03:03:17Z,2025-11-07T00:39:21Z,5955,True,False,,,ABC1319,User
723,Card-Tabo,ABC1319/Card-Tabo,https://github.com/ABC1319/Card-Tabo,✨一个部署在CF workers+KV持久化轻量化导航页面，可移动卡片式书签，方便管理,https://dh.2.2.a.a.f.f.0.7.0.0.6.2.ip6.arpa,,0,0,0,0,main,2026-04-04T03:01:31Z,2026-04-04T03:01:31Z,2025-12-01T15:30:16Z,4797,True,False,,,ABC1319,User
